filename,label
dataset/with_ellipse/0.png,True
dataset/with_ellipse/1.png,True
dataset/without_ellipse/2.png,False
dataset/with_ellipse/3.png,True
dataset/without_ellipse/4.png,False
dataset/with_ellipse/5.png,True
dataset/without_ellipse/6.png,False
dataset/without_ellipse/7.png,False
dataset/without_ellipse/8.png,False
dataset/with_ellipse/9.png,True
dataset/with_ellipse/10.png,True
dataset/with_ellipse/11.png,True
dataset/with_ellipse/12.png,True
dataset/with_ellipse/13.png,True
dataset/with_ellipse/14.png,True
dataset/without_ellipse/15.png,False
dataset/with_ellipse/16.png,True
dataset/with_ellipse/17.png,True
dataset/with_ellipse/18.png,True
dataset/with_ellipse/19.png,True
dataset/without_ellipse/20.png,False
dataset/without_ellipse/21.png,False
dataset/without_ellipse/22.png,False
dataset/with_ellipse/23.png,True
dataset/with_ellipse/24.png,True
dataset/without_ellipse/25.png,False
dataset/without_ellipse/26.png,False
dataset/without_ellipse/27.png,False
dataset/with_ellipse/28.png,True
dataset/with_ellipse/29.png,True
dataset/without_ellipse/30.png,False
dataset/without_ellipse/31.png,False
dataset/with_ellipse/32.png,True
dataset/without_ellipse/33.png,False
dataset/with_ellipse/34.png,True
dataset/with_ellipse/35.png,True
dataset/without_ellipse/36.png,False
dataset/with_ellipse/37.png,True
dataset/without_ellipse/38.png,False
dataset/without_ellipse/39.png,False
dataset/without_ellipse/40.png,False
dataset/with_ellipse/41.png,True
dataset/without_ellipse/42.png,False
dataset/without_ellipse/43.png,False
dataset/with_ellipse/44.png,True
dataset/without_ellipse/45.png,False
dataset/without_ellipse/46.png,False
dataset/without_ellipse/47.png,False
dataset/without_ellipse/48.png,False
dataset/with_ellipse/49.png,True
dataset/with_ellipse/50.png,True
dataset/with_ellipse/51.png,True
dataset/without_ellipse/52.png,False
dataset/with_ellipse/53.png,True
dataset/without_ellipse/54.png,False
dataset/with_ellipse/55.png,True
dataset/without_ellipse/56.png,False
dataset/without_ellipse/57.png,False
dataset/with_ellipse/58.png,True
dataset/with_ellipse/59.png,True
dataset/with_ellipse/60.png,True
dataset/with_ellipse/61.png,True
dataset/with_ellipse/62.png,True
dataset/with_ellipse/63.png,True
dataset/without_ellipse/64.png,False
dataset/with_ellipse/65.png,True
dataset/without_ellipse/66.png,False
dataset/without_ellipse/67.png,False
dataset/without_ellipse/68.png,False
dataset/without_ellipse/69.png,False
dataset/without_ellipse/70.png,False
dataset/with_ellipse/71.png,True
dataset/with_ellipse/72.png,True
dataset/without_ellipse/73.png,False
dataset/without_ellipse/74.png,False
dataset/without_ellipse/75.png,False
dataset/without_ellipse/76.png,False
dataset/with_ellipse/77.png,True
dataset/with_ellipse/78.png,True
dataset/without_ellipse/79.png,False
dataset/without_ellipse/80.png,False
dataset/without_ellipse/81.png,False
dataset/with_ellipse/82.png,True
dataset/without_ellipse/83.png,False
dataset/with_ellipse/84.png,True
dataset/with_ellipse/85.png,True
dataset/without_ellipse/86.png,False
dataset/with_ellipse/87.png,True
dataset/without_ellipse/88.png,False
dataset/without_ellipse/89.png,False
dataset/with_ellipse/90.png,True
dataset/without_ellipse/91.png,False
dataset/with_ellipse/92.png,True
dataset/with_ellipse/93.png,True
dataset/with_ellipse/94.png,True
dataset/without_ellipse/95.png,False
dataset/with_ellipse/96.png,True
dataset/with_ellipse/97.png,True
dataset/with_ellipse/98.png,True
dataset/without_ellipse/99.png,False
dataset/without_ellipse/100.png,False
dataset/without_ellipse/101.png,False
dataset/without_ellipse/102.png,False
dataset/without_ellipse/103.png,False
dataset/with_ellipse/104.png,True
dataset/without_ellipse/105.png,False
dataset/with_ellipse/106.png,True
dataset/without_ellipse/107.png,False
dataset/without_ellipse/108.png,False
dataset/with_ellipse/109.png,True
dataset/with_ellipse/110.png,True
dataset/with_ellipse/111.png,True
dataset/with_ellipse/112.png,True
dataset/without_ellipse/113.png,False
dataset/without_ellipse/114.png,False
dataset/without_ellipse/115.png,False
dataset/without_ellipse/116.png,False
dataset/with_ellipse/117.png,True
dataset/without_ellipse/118.png,False
dataset/without_ellipse/119.png,False
dataset/without_ellipse/120.png,False
dataset/with_ellipse/121.png,True
dataset/without_ellipse/122.png,False
dataset/without_ellipse/123.png,False
dataset/without_ellipse/124.png,False
dataset/with_ellipse/125.png,True
dataset/without_ellipse/126.png,False
dataset/with_ellipse/127.png,True
dataset/with_ellipse/128.png,True
dataset/without_ellipse/129.png,False
dataset/with_ellipse/130.png,True
dataset/without_ellipse/131.png,False
dataset/with_ellipse/132.png,True
dataset/with_ellipse/133.png,True
dataset/without_ellipse/134.png,False
dataset/with_ellipse/135.png,True
dataset/without_ellipse/136.png,False
dataset/without_ellipse/137.png,False
dataset/with_ellipse/138.png,True
dataset/with_ellipse/139.png,True
dataset/with_ellipse/140.png,True
dataset/with_ellipse/141.png,True
dataset/with_ellipse/142.png,True
dataset/with_ellipse/143.png,True
dataset/with_ellipse/144.png,True
dataset/without_ellipse/145.png,False
dataset/without_ellipse/146.png,False
dataset/with_ellipse/147.png,True
dataset/with_ellipse/148.png,True
dataset/without_ellipse/149.png,False
dataset/without_ellipse/150.png,False
dataset/without_ellipse/151.png,False
dataset/with_ellipse/152.png,True
dataset/with_ellipse/153.png,True
dataset/without_ellipse/154.png,False
dataset/without_ellipse/155.png,False
dataset/without_ellipse/156.png,False
dataset/with_ellipse/157.png,True
dataset/without_ellipse/158.png,False
dataset/with_ellipse/159.png,True
dataset/without_ellipse/160.png,False
dataset/without_ellipse/161.png,False
dataset/without_ellipse/162.png,False
dataset/without_ellipse/163.png,False
dataset/with_ellipse/164.png,True
dataset/without_ellipse/165.png,False
dataset/without_ellipse/166.png,False
dataset/without_ellipse/167.png,False
dataset/with_ellipse/168.png,True
dataset/with_ellipse/169.png,True
dataset/with_ellipse/170.png,True
dataset/with_ellipse/171.png,True
dataset/without_ellipse/172.png,False
dataset/with_ellipse/173.png,True
dataset/with_ellipse/174.png,True
dataset/without_ellipse/175.png,False
dataset/without_ellipse/176.png,False
dataset/without_ellipse/177.png,False
dataset/without_ellipse/178.png,False
dataset/with_ellipse/179.png,True
dataset/with_ellipse/180.png,True
dataset/with_ellipse/181.png,True
dataset/without_ellipse/182.png,False
dataset/with_ellipse/183.png,True
dataset/with_ellipse/184.png,True
dataset/with_ellipse/185.png,True
dataset/without_ellipse/186.png,False
dataset/with_ellipse/187.png,True
dataset/with_ellipse/188.png,True
dataset/without_ellipse/189.png,False
dataset/with_ellipse/190.png,True
dataset/with_ellipse/191.png,True
dataset/with_ellipse/192.png,True
dataset/with_ellipse/193.png,True
dataset/with_ellipse/194.png,True
dataset/without_ellipse/195.png,False
dataset/without_ellipse/196.png,False
dataset/with_ellipse/197.png,True
dataset/with_ellipse/198.png,True
dataset/without_ellipse/199.png,False
dataset/without_ellipse/200.png,False
dataset/without_ellipse/201.png,False
dataset/with_ellipse/202.png,True
dataset/with_ellipse/203.png,True
dataset/with_ellipse/204.png,True
dataset/without_ellipse/205.png,False
dataset/with_ellipse/206.png,True
dataset/with_ellipse/207.png,True
dataset/with_ellipse/208.png,True
dataset/without_ellipse/209.png,False
dataset/with_ellipse/210.png,True
dataset/with_ellipse/211.png,True
dataset/without_ellipse/212.png,False
dataset/without_ellipse/213.png,False
dataset/with_ellipse/214.png,True
dataset/with_ellipse/215.png,True
dataset/with_ellipse/216.png,True
dataset/without_ellipse/217.png,False
dataset/with_ellipse/218.png,True
dataset/with_ellipse/219.png,True
dataset/without_ellipse/220.png,False
dataset/without_ellipse/221.png,False
dataset/without_ellipse/222.png,False
dataset/without_ellipse/223.png,False
dataset/with_ellipse/224.png,True
dataset/without_ellipse/225.png,False
dataset/with_ellipse/226.png,True
dataset/with_ellipse/227.png,True
dataset/with_ellipse/228.png,True
dataset/without_ellipse/229.png,False
dataset/without_ellipse/230.png,False
dataset/without_ellipse/231.png,False
dataset/without_ellipse/232.png,False
dataset/with_ellipse/233.png,True
dataset/without_ellipse/234.png,False
dataset/with_ellipse/235.png,True
dataset/with_ellipse/236.png,True
dataset/without_ellipse/237.png,False
dataset/with_ellipse/238.png,True
dataset/without_ellipse/239.png,False
dataset/without_ellipse/240.png,False
dataset/without_ellipse/241.png,False
dataset/without_ellipse/242.png,False
dataset/without_ellipse/243.png,False
dataset/without_ellipse/244.png,False
dataset/with_ellipse/245.png,True
dataset/with_ellipse/246.png,True
dataset/with_ellipse/247.png,True
dataset/with_ellipse/248.png,True
dataset/with_ellipse/249.png,True
dataset/with_ellipse/250.png,True
dataset/without_ellipse/251.png,False
dataset/with_ellipse/252.png,True
dataset/with_ellipse/253.png,True
dataset/without_ellipse/254.png,False
dataset/with_ellipse/255.png,True
dataset/without_ellipse/256.png,False
dataset/without_ellipse/257.png,False
dataset/with_ellipse/258.png,True
dataset/with_ellipse/259.png,True
dataset/without_ellipse/260.png,False
dataset/with_ellipse/261.png,True
dataset/with_ellipse/262.png,True
dataset/with_ellipse/263.png,True
dataset/with_ellipse/264.png,True
dataset/without_ellipse/265.png,False
dataset/with_ellipse/266.png,True
dataset/without_ellipse/267.png,False
dataset/without_ellipse/268.png,False
dataset/without_ellipse/269.png,False
dataset/with_ellipse/270.png,True
dataset/without_ellipse/271.png,False
dataset/without_ellipse/272.png,False
dataset/without_ellipse/273.png,False
dataset/without_ellipse/274.png,False
dataset/without_ellipse/275.png,False
dataset/with_ellipse/276.png,True
dataset/with_ellipse/277.png,True
dataset/without_ellipse/278.png,False
dataset/without_ellipse/279.png,False
dataset/without_ellipse/280.png,False
